Distance,S,SW,W,NW,N,NE,E,SE,Car_Dir,Fire_Dir_X,Fire_Dir_Y,Output
68.34041,1,1,1,1,1,1,1,1,0.998534,-19.3923,-65.53129,UpArrow
68.20665,1,1,1,1,1,1,1,1,0.998534,-19.37761,-65.39614,UpArrow
68.20665,1,1,1,1,1,1,1,1,0.998534,-19.37761,-65.39614,UpArrow
68.05889,1,1,1,1,1,1,1,1,0.998534,-19.36137,-65.24684,UpArrow
68.05889,1,1,1,1,1,1,1,1,0.998534,-19.36137,-65.24684,UpArrow
67.85493,1,1,1,1,1,1,1,1,0.998534,-19.33896,-65.04073,UpArrow
67.85493,1,1,1,1,1,1,1,1,0.998534,-19.33896,-65.04073,UpArrow
67.70402,1,1,1,1,1,1,1,1,0.998534,-19.32238,-64.88821,UpArrow
67.70402,1,1,1,1,1,1,1,1,0.998534,-19.32238,-64.88821,UpArrow
67.55734,1,1,1,1,1,1,1,1,0.998534,-19.30626,-64.73997,UpArrow
67.55734,1,1,1,1,1,1,1,1,0.998534,-19.30626,-64.73997,UpArrow
67.41692,1,1,1,1,1,1,1,1,0.998534,-19.29082,-64.59802,UpArrow
67.41692,1,1,1,1,1,1,1,1,0.998534,-19.29082,-64.59802,UpArrow
67.28342,1,1,1,1,1,1,1,1,0.998534,-19.27615,-64.46308,UpArrow
67.28342,1,1,1,1,1,1,1,1,0.998534,-19.27615,-64.46308,UpArrow
67.14668,1,1,1,1,1,1,1,1,0.998534,-19.26112,-64.32484,UpArrow
67.14668,1,1,1,1,1,1,1,1,0.998534,-19.26112,-64.32484,UpArrow
66.98212,1,1,1,1,1,1,1,1,0.998534,-19.24303,-64.15849,UpArrow
66.84629,1,1,1,1,1,1,1,1,0.998534,-19.2281,-64.02114,UpArrow
66.84629,1,1,1,1,1,1,1,1,0.998534,-19.2281,-64.02114,UpArrow
66.68494,1,1,1,1,1,1,1,1,0.998534,-19.21036,-63.85799,UpArrow
66.68494,1,1,1,1,1,1,1,1,0.998534,-19.21036,-63.85799,UpArrow
66.54487,1,1,1,1,1,1,1,1,0.998534,-19.19496,-63.71635,UpArrow
66.54487,1,1,1,1,1,1,1,1,0.998534,-19.19496,-63.71635,UpArrow
66.37544,1,1,1,1,1,1,1,1,0.998534,-19.17633,-63.54501,UpArrow
66.37544,1,1,1,1,1,1,1,1,0.998534,-19.17633,-63.54501,UpArrow
66.2416,1,1,1,1,1,1,1,1,0.998534,-19.16161,-63.40964,UpArrow
66.0691,1,1,1,1,1,1,1,1,0.998534,-19.14264,-63.23516,UpArrow
65.75656,1,1,1,1,1,1,1,1,0.998534,-19.10826,-62.919,UpArrow
65.32426,1,1,1,1,1,1,1,1,0.998534,-19.0607,-62.48159,UpArrow
64.99171,1,1,1,1,1,1,1,1,0.998534,-19.02411,-62.14504,UpArrow
64.73248,1,1,1,1,1,1,1,1,0.998534,-18.99557,-61.88264,UpArrow
64.49142,1,1,1,1,1,1,1,1,0.998534,-18.96904,-61.63861,UpArrow
64.49142,1,1,1,1,1,1,1,1,0.998534,-18.96904,-61.63861,UpArrow
64.49142,1,1,1,1,1,1,1,1,0.998534,-18.96904,-61.63861,UpArrow
64.35893,1,1,1,1,1,1,1,1,0.998534,-18.95446,-61.50448,UpArrow
64.23493,1,1,1,1,1,1,1,1,0.998534,-18.9408,-61.37893,RightArrow
64.23493,1,1,1,1,1,1,1,1,0.9982524,-18.9408,-61.37893,RightArrow
64.23493,1,1,1,1,1,1,1,1,0.9978977,-18.9408,-61.37893,RightArrow
64.23493,1,1,1,1,1,1,1,1,0.9978977,-18.9408,-61.37893,RightArrow
64.23493,1,1,1,1,1,1,1,1,0.9978977,-18.9408,-61.37893,RightArrow
64.23493,1,1,1,1,1,1,1,1,0.9976391,-18.9408,-61.37893,RightArrow
64.23493,1,1,1,1,1,1,1,1,0.9976391,-18.9408,-61.37893,RightArrow
64.23493,1,1,1,1,1,1,1,1,0.997363,-18.9408,-61.37893,RightArrow
64.23493,1,1,1,1,1,1,1,1,0.997363,-18.9408,-61.37893,RightArrow
64.23493,1,1,1,1,1,1,1,1,0.9970697,-18.9408,-61.37893,RightArrow
64.23493,1,1,1,1,1,1,1,1,0.9970697,-18.9408,-61.37893,RightArrow
64.23493,1,1,1,1,1,1,1,1,0.9967514,-18.9408,-61.37893,RightArrow
64.23493,1,1,1,1,1,1,1,1,0.9967514,-18.9408,-61.37893,RightArrow
64.23493,1,1,1,1,1,1,1,1,0.9964167,-18.9408,-61.37893,RightArrow
64.23493,1,1,1,1,1,1,1,1,0.9964167,-18.9408,-61.37893,RightArrow
64.23493,1,1,1,1,1,1,1,1,0.9960508,-18.9408,-61.37893,RightArrow
64.23493,1,1,1,1,1,1,1,1,0.9960508,-18.9408,-61.37893,RightArrow
64.23493,1,1,1,1,1,1,1,1,0.9960508,-18.9408,-61.37893,RightArrow
64.23493,1,1,1,1,1,1,1,1,0.9956989,-18.9408,-61.37893,RightArrow
64.23493,1,1,1,1,1,1,1,1,0.9956989,-18.9408,-61.37893,RightArrow
64.23493,1,1,1,1,1,1,1,1,0.9953092,-18.9408,-61.37893,RightArrow
64.23493,1,1,1,1,1,1,1,1,0.994937,-18.9408,-61.37893,RightArrow
64.23493,1,1,1,1,1,1,1,1,0.994937,-18.9408,-61.37893,RightArrow
64.23493,1,1,1,1,1,1,1,1,0.9945285,-18.9408,-61.37893,RightArrow
64.23493,1,1,1,1,1,1,1,1,0.9945285,-18.9408,-61.37893,RightArrow
64.23493,1,1,1,1,1,1,1,1,0.9940075,-18.9408,-61.37893,RightArrow
64.23493,1,1,1,1,1,1,1,1,0.9935896,-18.9408,-61.37893,UpArrow
64.07651,1,1,1,1,1,1,1,1,0.9935896,-18.90512,-61.22414,UpArrow
63.87208,1,1,1,1,1,1,1,1,0.9935896,-18.85907,-61.02441,UpArrow
63.87208,1,1,1,1,1,1,1,1,0.9935896,-18.85907,-61.02441,UpArrow
63.70241,1,1,1,1,1,1,1,1,0.9935896,-18.82085,-60.85863,UpArrow
63.70241,1,1,1,1,1,1,1,1,0.9935896,-18.82085,-60.85863,UpArrow
63.70241,1,1,1,1,1,1,1,1,0.9935896,-18.82085,-60.85863,UpArrow
63.57853,1,1,1,1,1,1,1,1,0.9935896,-18.79295,-60.73759,UpArrow
63.57853,1,1,1,1,1,1,1,1,0.9935896,-18.79295,-60.73759,UpArrow
63.44299,1,1,1,1,1,1,1,1,0.9935896,-18.76241,-60.60516,UpArrow
63.44299,1,1,1,1,1,1,1,1,0.9935896,-18.76241,-60.60516,UpArrow
63.28787,1,1,1,1,1,1,1,1,0.9935896,-18.72747,-60.45359,UpArrow
63.28787,1,1,1,1,1,1,1,1,0.9935896,-18.72747,-60.45359,UpArrow
63.15566,1,1,1,1,1,1,1,1,0.9935896,-18.69769,-60.32441,UpArrow
63.15566,1,1,1,1,1,1,1,1,0.9935896,-18.69769,-60.32441,UpArrow
63.012,1,1,1,1,1,1,1,1,0.9935896,-18.66533,-60.18404,UpArrow
63.012,1,1,1,1,1,1,1,1,0.9935896,-18.66533,-60.18404,UpArrow
63.012,1,1,1,1,1,1,1,1,0.9935896,-18.66533,-60.18404,UpArrow
62.88431,1,1,1,1,1,1,1,1,0.9935896,-18.63657,-60.05927,UpArrow
62.88431,1,1,1,1,1,1,1,1,0.9935896,-18.63657,-60.05927,UpArrow
62.73779,1,1,1,1,1,1,1,1,0.9935896,-18.60356,-59.91609,UpArrow
62.73779,1,1,1,1,1,1,1,1,0.9935896,-18.60356,-59.91609,UpArrow
62.60487,1,1,1,1,1,1,1,1,0.9935896,-18.57362,-59.78621,UpArrow
62.60487,1,1,1,1,1,1,1,1,0.9935896,-18.57362,-59.78621,UpArrow
62.45698,1,1,1,1,1,1,1,1,0.9935896,-18.5403,-59.64169,UpArrow
62.45698,1,1,1,1,1,1,1,1,0.9935896,-18.5403,-59.64169,UpArrow
62.31647,1,1,1,1,1,1,1,1,0.9935896,-18.50865,-59.50439,UpArrow
62.31647,1,1,1,1,1,1,1,1,0.9935896,-18.50865,-59.50439,UpArrow
62.31647,1,1,1,1,1,1,1,1,0.9935896,-18.50865,-59.50439,UpArrow
62.18654,1,1,1,1,1,1,1,1,0.9935896,-18.47938,-59.37743,UpArrow
62.18654,1,1,1,1,1,1,1,1,0.9935896,-18.47938,-59.37743,UpArrow
62.04315,1,1,1,1,1,1,1,1,0.9935896,-18.44707,-59.2373,UpArrow
62.04315,1,1,1,1,1,1,1,1,0.9935896,-18.44707,-59.2373,UpArrow
62.04315,1,1,1,1,1,1,1,1,0.9935896,-18.44707,-59.2373,UpArrow
61.89579,1,1,1,1,1,1,1,1,0.9935896,-18.41388,-59.0933,UpArrow
61.89579,1,1,1,1,1,1,1,1,0.9935896,-18.41388,-59.0933,UpArrow
61.75111,1,1,1,1,1,1,1,1,0.9935896,-18.38128,-58.95191,UpArrow
61.75111,1,1,1,1,1,1,1,1,0.9935896,-18.38128,-58.95191,UpArrow
61.6188,1,1,1,1,1,1,1,1,0.9935896,-18.35147,-58.82262,UpArrow
61.6188,1,1,1,1,1,1,1,1,0.9935896,-18.35147,-58.82262,UpArrow
61.48562,1,1,1,1,1,1,1,1,0.9935896,-18.32147,-58.69247,UpArrow
61.48562,1,1,1,1,1,1,1,1,0.9935896,-18.32147,-58.69247,UpArrow
61.3532,1,1,1,1,1,1,1,1,0.9935896,-18.29163,-58.56306,UpArrow
61.3532,1,1,1,1,1,1,1,1,0.9935896,-18.29163,-58.56306,UpArrow
61.3532,1,1,1,1,1,1,1,1,0.9935896,-18.29163,-58.56306,UpArrow
61.21601,1,1,1,1,1,1,1,1,0.9935896,-18.26072,-58.42899,UpArrow
61.21601,1,1,1,1,1,1,1,1,0.9935896,-18.26072,-58.42899,UpArrow
61.07652,1,1,1,1,1,1,1,1,0.9935896,-18.22929,-58.29266,UpArrow
61.07652,1,1,1,1,1,1,1,1,0.9935896,-18.22929,-58.29266,UpArrow
60.94419,1,1,1,1,1,1,1,1,0.9935896,-18.19948,-58.16333,UpArrow
60.94419,1,1,1,1,1,1,1,1,0.9935896,-18.19948,-58.16333,UpArrow
60.80394,1,1,1,1,1,1,1,1,0.9935896,-18.16788,-58.02627,UpArrow
60.80394,1,1,1,1,1,0.9974122,1,1,0.9935896,-18.16788,-58.02627,UpArrow
60.64571,1,1,1,1,1,0.9974122,1,1,0.9935896,-18.13223,-57.87162,UpArrow
60.64571,1,1,1,0.6175164,1,0.982828,1,1,0.9935896,-18.13223,-57.87162,UpArrow
60.47491,1,1,1,0.6175164,1,0.982828,1,1,0.9935896,-18.09375,-57.70469,UpArrow
60.47491,1,1,1,0.6182984,1,0.9670852,1,1,0.9935896,-18.09375,-57.70469,UpArrow
60.32992,1,1,1,0.6182984,1,0.9670852,1,1,0.9935896,-18.06108,-57.56298,UpArrow
60.19627,1,1,1,0.6213793,1,0.9537212,1,1,0.9935896,-18.03096,-57.43236,UpArrow
60.19627,1,1,1,0.6242192,1,0.9414023,1,1,0.9935896,-18.03096,-57.43236,UpArrow
59.98352,1,1,1,0.6242192,1,0.9414023,1,1,0.9935896,-17.98302,-57.22442,UpArrow
59.81424,1,1,1,0.6287402,1,0.9217922,1,1,0.9935896,-17.94488,-57.05895,UpArrow
59.81424,1,1,1,0.6323376,1,0.906188,1,1,0.9935896,-17.94488,-57.05895,UpArrow
59.65792,1,1,1,0.6323376,1,0.906188,1,1,0.9935896,-17.90966,-56.90617,UpArrow
59.49115,1,1,1,0.6356592,1,0.8917791,1,1,0.9935896,-17.87208,-56.74316,UpArrow
59.04568,1,1,1,0.6392032,1,0.876406,1,1,0.9935896,-17.77169,-56.30772,UpArrow
59.04568,1,1,1,0.64867,1,0.8353413,1,1,0.9935896,-17.77169,-56.30772,UpArrow
58.90836,1,1,1,0.64867,1,0.8353413,1,1,0.9935896,-17.74075,-56.17348,UpArrow
58.90836,1,1,1,0.6515883,1,0.8226824,1,1,0.9935896,-17.74075,-56.17348,UpArrow
58.72939,1,1,1,0.6515883,1,0.8226824,1,1,0.9935896,-17.70042,-55.99854,UpArrow
58.72939,1,1,1,0.6553919,1,0.8061842,1,1,0.9935896,-17.70042,-55.99854,UpArrow
58.58685,1,1,1,0.6553919,1,0.8061842,1,1,0.9935896,-17.66829,-55.8592,UpArrow
58.58685,1,1,1,0.6584214,1,0.7930434,1,1,0.9935896,-17.66829,-55.8592,UpArrow
58.41559,1,1,1,0.6584214,1,0.7930434,1,1,0.9935896,-17.6297,-55.69179,UpArrow
58.28021,1,1,1,0.662061,1,0.7772552,1,1,0.9935896,-17.59919,-55.55944,UpArrow
57.85894,1,1,1,0.6649383,1,0.7647738,1,1,0.9935896,-17.50425,-55.14761,UpArrow
57.85894,1,1,1,0.6738921,1,1,1,1,0.9935896,-17.50425,-55.14761,UpArrow
57.72424,1,1,1,0.6738921,1,1,1,1,0.9935896,-17.47389,-55.01592,UpArrow
57.72424,1,1,1,0.6767551,1,1,1,1,0.9935896,-17.47389,-55.01592,UpArrow
57.57834,1,1,1,0.6767551,1,1,1,1,0.9935896,-17.441,-54.87328,UpArrow
57.57834,1,1,1,0.6798565,1,1,1,1,0.9935896,-17.441,-54.87328,UpArrow
57.36222,1,1,1,0.6798565,1,1,1,1,0.9935896,-17.39229,-54.66199,UpArrow
57.36222,1,1,1,0.6844501,1,1,1,1,0.9935896,-17.39229,-54.66199,UpArrow
57.21017,1,1,1,0.6844501,1,1,1,1,0.9935896,-17.35802,-54.51333,UpArrow
57.08339,1,1,1,0.6876822,1,1,1,1,0.9935896,-17.32944,-54.38937,UpArrow
56.66226,1,1,1,0.6903771,1,1,1,1,0.9935896,-17.23452,-53.97762,UpArrow
56.66226,1,1,1,0.6993291,1,1,1,1,0.9935896,-17.23452,-53.97762,UpArrow
56.47289,1,1,1,0.6993291,1,1,1,1,0.9935896,-17.19183,-53.79245,UpArrow
56.47289,1,1,1,0.7033547,1,1,1,1,0.9935896,-17.19183,-53.79245,UpArrow
56.33461,1,1,1,0.7033547,1,1,1,1,0.9935896,-17.16066,-53.65724,UpArrow
56.33461,1,1,1,0.7062942,1,1,1,1,0.9935896,-17.16066,-53.65724,UpArrow
56.19539,1,1,1,0.7062942,1,1,1,1,0.9935896,-17.12928,-53.52112,UpArrow
56.19539,1,1,1,0.7092539,1,1,1,1,0.9935896,-17.12928,-53.52112,UpArrow
56.05807,1,1,1,0.7092539,1,1,1,1,0.9935896,-17.09832,-53.38684,UpArrow
56.05807,1,1,1,0.7121733,1,1,1,1,0.9935896,-17.09832,-53.38684,UpArrow
55.92206,1,1,1,0.7121733,1,1,1,1,0.9935896,-17.06766,-53.25385,UpArrow
55.48944,1,1,1,0.7150649,1,1,1,1,0.9935896,-16.97013,-52.8308,UpArrow
55.36063,1,1,1,0.7242628,1,1,1,1,0.9935896,-16.94109,-52.70483,UpArrow
55.36063,1,1,1,0.7270015,1,1,1,1,0.9935896,-16.94109,-52.70483,UpArrow
55.16703,1,1,1,0.7270015,1,1,1,1,0.9935896,-16.89745,-52.5155,UpArrow
55.16703,1,1,1,0.7311174,1,1,1,1,0.9935896,-16.89745,-52.5155,UpArrow
55.02156,1,1,1,0.7311174,1,1,1,1,0.9935896,-16.86465,-52.37323,UpArrow
55.02156,1,1,1,0.7342106,1,1,1,1,0.9935896,-16.86465,-52.37323,UpArrow
54.8571,1,1,1,0.7342106,1,1,1,1,0.9935896,-16.82757,-52.21239,UpArrow
54.59092,1,1,1,0.7377074,1,1,1,1,0.9935896,-16.76755,-51.95206,UpArrow
54.38187,1,1,1,0.7433674,1,1,1,1,0.9935896,-16.72042,-51.74761,UpArrow
54.38187,1,1,1,0.7478124,1,1,1,1,0.9935896,-16.72042,-51.74761,UpArrow
54.16046,1,1,1,0.7478124,1,1,1,1,0.9935896,-16.67049,-51.53106,UpArrow
53.86315,1,1,1,0.7525204,1,1,1,1,0.9935896,-16.60345,-51.24026,UpArrow
53.55539,1,1,1,0.7588428,1,1,1,1,0.9935896,-16.53405,-50.93922,UpArrow
53.29781,1,1,1,0.7653877,1,1,1,1,0.9935896,-16.47597,-50.68726,UpArrow
53.29781,1,1,1,0.7708657,1,1,1,1,0.9935896,-16.47597,-50.68726,UpArrow
53.1667,1,1,1,0.7708657,1,1,1,1,0.9935896,-16.4464,-50.55901,UpArrow
53.1667,1,1,1,0.7736541,1,1,1,1,0.9935896,-16.4464,-50.55901,UpArrow
53.03315,1,1,1,0.7736541,1,1,1,1,0.9935896,-16.41628,-50.42837,UpArrow
53.03315,1,1,1,0.7764944,1,1,1,1,0.9935896,-16.41628,-50.42837,UpArrow
52.89846,1,1,1,0.7764944,1,1,1,1,0.9935896,-16.38591,-50.29662,UpArrow
52.89846,1,1,1,0.7793587,1,1,1,1,0.9935896,-16.38591,-50.29662,UpArrow
52.76559,1,1,1,0.7793587,1,1,1,1,0.9935896,-16.35594,-50.16663,UpArrow
52.76559,1,1,1,0.782185,1,1,1,1,0.9935896,-16.35594,-50.16663,UpArrow
52.62,1,1,1,0.782185,1,1,1,1,0.9935896,-16.3231,-50.0242,UpArrow
52.62,1,1,1,0.7852817,1,1,1,1,0.9935896,-16.3231,-50.0242,UpArrow
52.38171,1,1,1,0.7852817,1,1,1,1,0.9935896,-16.26936,-49.79108,UpArrow
52.09512,1,1,1,0.7903502,1,1,1,1,0.9935896,-16.20472,-49.51069,UpArrow
52.09512,1,1,1,0.7964461,1,1,1,1,0.9935896,-16.20472,-49.51069,UpArrow
51.95006,1,1,1,0.7964461,1,1,1,1,0.9935896,-16.172,-49.36877,UpArrow
51.95006,1,1,0.438194,0.7995317,1,1,1,1,0.9935896,-16.172,-49.36877,UpArrow
51.80279,1,1,0.438194,0.7995317,1,1,1,1,0.9935896,-16.13878,-49.22468,UpArrow
51.67237,1,1,0.4367233,0.8026644,1,1,1,1,0.9935896,-16.10936,-49.09707,UpArrow
51.67237,1,1,0.4382328,0.8054389,1,1,1,1,0.9935896,-16.10936,-49.09707,UpArrow
51.5055,1,1,0.4382328,0.8054389,1,1,1,1,0.9935896,-16.07172,-48.93379,UpArrow
51.5055,1,1,0.4401642,0.8089886,1,1,1,1,0.9935896,-16.07172,-48.93379,UpArrow
51.36975,1,1,0.4401642,0.8089886,1,1,1,1,0.9935896,-16.0411,-48.80097,UpArrow
51.36975,1,1,0.4417354,0.8118763,1,1,1,1,0.9935896,-16.0411,-48.80097,UpArrow
51.2352,1,1,0.4417354,0.8118763,1,1,1,1,0.9935896,-16.01075,-48.6693,UpArrow
51.2352,1,1,0.4432929,0.8147389,1,1,1,1,0.9935896,-16.01075,-48.6693,UpArrow
51.09725,1,1,0.4432929,0.8147389,1,1,1,1,0.9935896,-15.97963,-48.53432,UpArrow
51.09725,1,1,0.4448895,0.8176733,1,1,1,1,0.9935896,-15.97963,-48.53432,UpArrow
50.95652,1,1,0.4448895,0.8176733,1,1,1,1,0.9935896,-15.94788,-48.39661,UpArrow
50.68902,1,1,0.4465186,0.8206676,1,1,1,1,0.9935896,-15.88754,-48.13484,UpArrow
50.68902,1,1,0.4496152,0.8263587,1,1,1,1,0.9935896,-15.88754,-48.13484,UpArrow
50.68902,1,1,0.4496152,0.8263587,1,1,1,1,0.9935896,-15.88754,-48.13484,UpArrow
50.55932,1,1,0.4496152,0.8263587,1,1,1,1,0.9935896,-15.85828,-48.00792,UpArrow
50.55932,1,1,0.4511165,0.8291181,1,1,1,1,0.9935896,-15.85828,-48.00792,UpArrow
50.41921,1,1,0.4511165,0.8291181,1,1,1,1,0.9935896,-15.82666,-47.8708,UpArrow
50.41921,1,1,0.4527386,0.8320993,1,1,1,1,0.9935896,-15.82666,-47.8708,UpArrow
50.2877,1,1,0.4527386,0.8320993,1,1,1,1,0.9935896,-15.79699,-47.7421,UpArrow
50.2877,1,1,0.4542611,0.8348975,1,1,1,1,0.9935896,-15.79699,-47.7421,UpArrow
50.10121,1,1,0.4542611,0.8348975,1,1,1,1,0.9935896,-15.75492,-47.55958,UpArrow
49.96563,1,1,0.45642,0.8388656,1,1,1,1,0.9935896,-15.72433,-47.42689,UpArrow
49.96563,1,1,0.4579896,0.8417503,1,1,1,1,0.9935896,-15.72433,-47.42689,UpArrow
49.82237,1,1,0.4579896,0.8417503,1,1,1,1,0.9935896,-15.692,-47.28667,UpArrow
49.82237,1,1,0.4596483,0.8447989,1,1,1,1,0.9935896,-15.692,-47.28667,UpArrow
49.64964,1,1,0.4596483,0.8447989,1,1,1,1,0.9935896,-15.65303,-47.11761,UpArrow
49.64964,1,1,0.4616481,0.8484744,1,1,1,1,0.9935896,-15.65303,-47.11761,UpArrow
49.51311,1,1,0.4616481,0.8484744,1,1,1,1,0.9935896,-15.62222,-46.98398,UpArrow
49.39264,1,1,0.4632289,0.8513798,1,1,1,1,0.9935896,-15.59504,-46.86607,UpArrow
49.39264,1,1,0.4646238,0.8539435,1,1,1,1,0.9935896,-15.59504,-46.86607,UpArrow
49.25068,1,1,0.4662676,0.8569647,1,1,1,1,0.9935896,-15.563,-46.7271,RightArrow
49.25068,1,1,0.4662676,0.8569647,1,1,1,1,0.9930556,-15.563,-46.7271,RightArrow
49.25068,1,1,0.4672852,0.8698845,1,1,1,1,0.9923766,-15.563,-46.7271,RightArrow
49.25068,1,1,0.4685845,0.8862544,1,1,1,1,0.9923766,-15.563,-46.7271,RightArrow
49.25068,1,1,0.4685845,0.8862544,1,1,1,1,0.9916598,-15.563,-46.7271,RightArrow
49.25068,1,1,0.4699631,0.9035195,1,1,1,1,0.9916598,-15.563,-46.7271,RightArrow
49.25068,1,1,0.4699631,0.9035195,1,1,1,1,0.9911207,-15.563,-46.7271,RightArrow
49.25068,1,1,0.4710046,0.9165239,1,1,1,1,0.9911207,-15.563,-46.7271,RightArrow
49.25068,1,1,0.4710046,0.9165239,1,1,1,1,0.9911207,-15.563,-46.7271,RightArrow
49.25068,1,1,0.4710046,0.9165239,1,1,1,1,0.9905998,-15.563,-46.7271,RightArrow
49.25068,1,1,0.4720147,0.9291224,1,1,1,1,0.9905998,-15.563,-46.7271,RightArrow
49.25068,1,1,0.4720147,0.9291224,1,1,1,1,0.9900042,-15.563,-46.7271,RightArrow
49.25068,1,1,0.4731744,0.9435893,1,1,1,1,0.9900042,-15.563,-46.7271,RightArrow
49.25068,1,1,0.4731744,0.9435893,1,1,1,1,0.9893503,-15.563,-46.7271,RightArrow
49.25068,1,1,0.4744538,0.9595736,1,1,1,1,0.9893503,-15.563,-46.7271,RightArrow
49.25068,1,1,0.4744538,0.9595736,1,1,1,1,0.9885513,-15.563,-46.7271,RightArrow
49.25068,1,1,0.4760249,0.9792691,1,1,1,1,0.9876805,-15.563,-46.7271,RightArrow
49.25068,1,1,0.4777476,1,1,1,1,1,0.9876805,-15.563,-46.7271,RightArrow
49.25068,1,1,0.4777476,1,1,1,1,1,0.9870304,-15.563,-46.7271,RightArrow
49.25068,1,1,0.4790409,1,1,1,1,1,0.9870304,-15.563,-46.7271,RightArrow
49.25068,1,1,0.4790409,1,1,1,1,1,0.9863647,-15.563,-46.7271,RightArrow
49.25068,1,1,0.4803716,1,1,1,1,1,0.9863647,-15.563,-46.7271,RightArrow
49.25068,1,1,0.4803716,1,1,1,1,1,0.9857189,-15.563,-46.7271,RightArrow
49.25068,1,1,0.4816688,1,1,1,1,1,0.9857189,-15.563,-46.7271,RightArrow
49.25068,1,1,0.4816688,1,1,1,1,1,0.9850174,-15.563,-46.7271,RightArrow
49.25068,1,1,0.4830847,1,1,1,1,1,0.9850174,-15.563,-46.7271,RightArrow
49.25068,1,1,0.4830847,1,1,1,1,1,0.9841446,-15.563,-46.7271,RightArrow
49.25068,1,1,0.4848567,1,1,1,1,1,0.9830173,-15.563,-46.7271,RightArrow
49.25068,1,1,0.4871625,1,1,1,1,1,0.9817594,-15.563,-46.7271,RightArrow
49.25068,1,1,0.4923772,1,1,1,1,1,0.9805021,-15.563,-46.7271,UpArrow
49.05932,1,1,0.4923772,1,1,1,1,1,0.9805021,-15.48906,-46.55004,UpArrow
48.73631,1,1,0.4963836,1,1,1,1,1,0.9805021,-15.36423,-46.25114,UpArrow
48.73631,1,1,0.5031472,1,1,1,1,1,0.9805021,-15.36423,-46.25114,UpArrow
48.73631,1,1,0.5031472,1,1,1,1,1,0.9805021,-15.36423,-46.25114,UpArrow
48.58963,1,1,0.5031472,1,1,1,1,1,0.9805021,-15.30755,-46.11541,UpArrow
48.58963,1,1,0.5062186,1,1,1,1,1,0.9805021,-15.30755,-46.11541,UpArrow
48.4538,1,1,0.5062186,1,1,1,1,1,0.9805021,-15.25506,-45.98972,UpArrow
48.4538,1,1,0.5090627,1,1,1,1,1,0.9805021,-15.25506,-45.98972,UpArrow
48.32544,1,1,0.5090627,1,1,1,1,1,0.9805021,-15.20546,-45.87093,UpArrow
48.32544,1,1,0.5117506,1,1,1,1,1,0.9805021,-15.20546,-45.87093,UpArrow
48.18985,1,1,0.5117506,1,1,1,1,1,0.9805021,-15.15306,-45.74545,UpArrow
48.18985,1,1,0.5145898,1,1,1,1,1,0.9805021,-15.15306,-45.74545,UpArrow
48.03434,1,1,0.5145898,1,1,1,1,1,0.9805021,-15.09296,-45.60154,UpArrow
48.03434,1,1,0.5178463,1,1,1,1,1,0.9805021,-15.09296,-45.60154,UpArrow
47.9007,1,1,0.5178463,1,1,1,1,1,0.9805021,-15.04131,-45.47787,UpArrow
47.9007,1,1,0.5206448,1,1,1,1,1,0.9805021,-15.04131,-45.47787,UpArrow
47.76077,1,1,0.5206448,1,1,1,1,1,0.9805021,-14.98722,-45.34836,UpArrow
47.76077,1,1,0.5235754,1,1,1,1,1,0.9805021,-14.98722,-45.34836,UpArrow
47.6344,1,1,0.5235754,1,1,1,1,1,0.9805021,-14.93839,-45.23141,UpArrow
47.6344,1,1,0.5262216,1,1,1,1,1,0.9805021,-14.93839,-45.23141,UpArrow
47.50069,1,1,0.5262216,1,1,1,1,1,0.9805021,-14.88671,-45.10767,UpArrow
47.50069,1,1,0.5290217,1,1,1,1,1,0.9805021,-14.88671,-45.10767,UpArrow
47.36148,1,1,0.5290217,1,1,1,1,1,0.9805021,-14.8329,-44.97882,UpArrow
47.36148,1,1,0.5319372,1,1,1,1,1,0.9805021,-14.8329,-44.97882,UpArrow
47.21461,1,1,0.5319372,1,1,1,1,1,0.9805021,-14.77614,-44.84289,UpArrow
47.21461,1,1,0.5350131,1,1,1,1,1,0.9805021,-14.77614,-44.84289,UpArrow
47.07733,1,1,0.5350131,1,1,1,1,1,0.9805021,-14.72308,-44.71584,UpArrow
46.9296,1,1,0.5378881,1,1,1,1,1,0.9805021,-14.66598,-44.5791,UpArrow
46.9296,1,1,0.5409821,1,1,1,1,1,0.9805021,-14.66598,-44.5791,UpArrow
46.9296,1,1,0.5409821,1,1,1,1,1,0.9805021,-14.66598,-44.5791,UpArrow
46.79923,1,1,0.5409821,1,1,1,1,1,0.9805021,-14.61559,-44.45844,UpArrow
46.79923,1,1,0.5437126,1,1,1,1,1,0.9805021,-14.61559,-44.45844,UpArrow
46.66236,1,1,0.5437126,1,1,1,1,1,0.9805021,-14.56268,-44.33176,UpArrow
46.66236,1,1,0.5465791,1,1,1,1,1,0.9805021,-14.56268,-44.33176,UpArrow
46.46585,1,1,0.5465791,1,1,1,1,1,0.9805021,-14.48672,-44.14986,UpArrow
46.46585,1,1,0.5506951,1,1,1,1,1,0.9805021,-14.48672,-44.14986,UpArrow
46.31776,1,1,0.5506951,1,1,1,1,1,0.9805021,-14.42947,-44.01278,UpArrow
46.31776,1,1,0.553797,1,1,1,1,1,0.9805021,-14.42947,-44.01278,UpArrow
46.17393,1,1,0.553797,1,1,1,1,1,0.9805021,-14.37388,-43.87965,UpArrow
46.17393,1,1,0.5568094,1,1,1,1,1,0.9805021,-14.37388,-43.87965,UpArrow
